"","age","workclass","fnlwgt","education","education.num","martial.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","above50K"
"11092",49," Private",102583," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1848,44," United-States",FALSE
"7621",25," Private",151810," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," Black"," Male",0,0,28," United-States",TRUE
"22841",56," Private",220187," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," United-States",FALSE
"31827",36," Self-emp-inc",251730," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,60," United-States",FALSE
"22189",39," Private",78171," Some-college",10," Married-spouse-absent"," Adm-clerical"," Unmarried"," Amer-Indian-Eskimo"," Female",0,0,40," United-States",TRUE
"26219",38," Private",245090," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," Nicaragua",TRUE
"13134",63," Private",38352," HS-grad",9," Widowed"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States",TRUE
"11861",38," Private",357173," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",TRUE
"6611",29," Private",178272," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States",TRUE
"8263",30," Private",226665," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," Black"," Male",0,0,42," United-States",FALSE
"5536",25," Private",49092," Bachelors",13," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"21830",25," ?",156848," Some-college",10," Never-married"," ?"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"10588",33," Private",214129," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",TRUE
"14026",23," Private",227471," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,24," United-States",TRUE
"19385",44," Local-gov",124924," Assoc-voc",11," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,44," United-States",TRUE
"4316",56," ?",275943," Some-college",10," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," Nicaragua",TRUE
"27893",38," Private",192337," 12th",8," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",FALSE
"29538",46," Local-gov",133969," Masters",14," Divorced"," Prof-specialty"," Not-in-family"," Amer-Indian-Eskimo"," Male",0,0,40," United-States",TRUE
"11776",33," Private",79303," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,45," United-States",TRUE
"18995",55," Private",419732," Some-college",10," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,38," United-States",TRUE
"2477",21," ?",219835," Assoc-voc",11," Never-married"," ?"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"8259",35," Private",1226583," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,52," United-States",FALSE
"29650",33," State-gov",425785," Assoc-voc",11," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",TRUE
"10451",45," Local-gov",326064," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," Black"," Female",6497,0,35," United-States",TRUE
"11197",73," Private",139978," 11th",7," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",TRUE
"6567",40," Self-emp-not-inc",117721," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,60," United-States",TRUE
"15056",52," Private",224198," HS-grad",9," Divorced"," Sales"," Not-in-family"," White"," Female",0,0,48," United-States",TRUE
"29454",18," Private",324011," 9th",5," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,20," United-States",TRUE
"12799",46," Local-gov",199281," Bachelors",13," Separated"," Prof-specialty"," Unmarried"," White"," Male",0,0,40," United-States",TRUE
"6494",50," Self-emp-not-inc",324506," HS-grad",9," Widowed"," Exec-managerial"," Unmarried"," Asian-Pac-Islander"," Female",0,0,48," South",TRUE
"10069",28," Self-emp-not-inc",115945," Some-college",10," Never-married"," Prof-specialty"," Unmarried"," White"," Male",0,0,40," United-States",TRUE
"14480",27," Private",166350," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,50," United-States",TRUE
"31645",29," Private",246933," HS-grad",9," Never-married"," Adm-clerical"," Other-relative"," White"," Male",0,0,40," Mexico",TRUE
"29037",24," Private",308285," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"5103",62," Private",73292," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States",TRUE
"24685",40," Private",142886," Bachelors",13," Widowed"," Exec-managerial"," Unmarried"," White"," Female",0,0,40," United-States",TRUE
"28280",34," Federal-gov",284703," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," Black"," Male",0,0,52," United-States",TRUE
"32549",65," Self-emp-not-inc",99359," Prof-school",15," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",1086,0,60," United-States",TRUE
"23112",56," Local-gov",198277," 12th",8," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"6773",28," Private",192591," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,45," United-States",TRUE
"16041",29," Self-emp-not-inc",389857," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,50," United-States",FALSE
"31774",26," Private",184872," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,55," United-States",FALSE
"6329",20," Private",175069," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," Yugoslavia",TRUE
"24919",31," Federal-gov",113688," HS-grad",9," Never-married"," Machine-op-inspct"," Unmarried"," White"," Female",0,0,40," United-States",TRUE
"8135",18," ?",175648," 11th",7," Never-married"," ?"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"24516",18," Private",168740," 11th",7," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,30," United-States",TRUE
"10388",42," Private",77373," Some-college",10," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,38," United-States",TRUE
"9146",44," Local-gov",177240," Prof-school",15," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",10520,0,40," United-States",FALSE
"15726",23," Private",51985," HS-grad",9," Never-married"," Transport-moving"," Not-in-family"," White"," Male",0,0,38," United-States",TRUE
"2845",37," Self-emp-inc",186359," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",7688,0,60," United-States",FALSE
"17624",43," Private",183765," Some-college",10," Divorced"," Tech-support"," Not-in-family"," White"," Male",0,0,40," ?",FALSE
"934",23," Private",375871," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," Mexico",TRUE
"28781",21," Local-gov",193130," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",TRUE
"19133",58," Private",95835," Some-college",10," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,36," United-States",TRUE
"3415",52," Self-emp-not-inc",194791," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",TRUE
"28017",19," Private",196119," HS-grad",9," Never-married"," Sales"," Own-child"," White"," Female",0,0,35," United-States",TRUE
"29695",56," Private",76281," Bachelors",13," Married-spouse-absent"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," United-States",TRUE
"23972",29," Private",210959," Assoc-acdm",12," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",TRUE
"19948",34," Private",269723," HS-grad",9," Divorced"," Exec-managerial"," Unmarried"," White"," Female",2977,0,50," United-States",TRUE
"19674",46," Local-gov",33373," Bachelors",13," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," United-States",TRUE
"11798",41," Private",204410," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1485,44," United-States",FALSE
"1180",24," Local-gov",289886," 11th",7," Never-married"," Other-service"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,45," United-States",TRUE
"29356",43," Private",172364," HS-grad",9," Separated"," Exec-managerial"," Not-in-family"," White"," Female",0,0,48," United-States",TRUE
"28375",53," Private",208321," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," Black"," Male",0,1740,40," United-States",TRUE
"1293",39," Private",278403," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,65," United-States",TRUE
"770",32," Private",188557," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"28965",29," Private",168015," HS-grad",9," Divorced"," Machine-op-inspct"," Unmarried"," White"," Female",0,0,40," United-States",TRUE
"20815",56," Federal-gov",156842," Some-college",10," Separated"," Other-service"," Not-in-family"," Black"," Male",0,0,40," United-States",TRUE
"18870",33," Private",408813," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,50," United-States",TRUE
"16868",49," Private",160167," Assoc-voc",11," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",TRUE
"6020",29," Self-emp-not-inc",179008," Assoc-acdm",12," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States",TRUE
"4425",43," Self-emp-not-inc",336763," Some-college",10," Divorced"," Sales"," Unmarried"," White"," Female",0,880,42," United-States",TRUE
"32174",34," Self-emp-inc",154120," Masters",14," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States",FALSE
"26581",50," Private",171852," Bachelors",13," Separated"," Prof-specialty"," Own-child"," Other"," Female",0,0,40," United-States",TRUE
"8385",22," Private",214399," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,30," United-States",TRUE
"21475",49," Self-emp-not-inc",182211," HS-grad",9," Widowed"," Farming-fishing"," Not-in-family"," White"," Male",0,0,55," United-States",TRUE
"27727",24," Private",190968," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,48," United-States",TRUE
"15383",51," Private",108435," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,47," United-States",FALSE
"24485",69," Self-emp-not-inc",76968," 9th",5," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,25," United-States",TRUE
"20737",42," Private",172297," Masters",14," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,1902,40," United-States",FALSE
"11744",24," Private",235894," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,38," United-States",TRUE
"11113",33," Private",96128," 11th",7," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"8560",26," Federal-gov",76900," Bachelors",13," Never-married"," Tech-support"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"15863",21," Private",265148," HS-grad",9," Never-married"," Handlers-cleaners"," Other-relative"," White"," Male",0,0,38," Jamaica",TRUE
"6060",35," ?",163582," 10th",6," Divorced"," ?"," Unmarried"," White"," Female",0,0,16," ?",TRUE
"12138",69," Private",177374," HS-grad",9," Widowed"," Adm-clerical"," Unmarried"," White"," Female",1848,0,12," United-States",TRUE
"24533",30," ?",298577," HS-grad",9," Never-married"," ?"," Own-child"," White"," Male",0,0,30," United-States",TRUE
"5989",43," Private",162003," Some-college",10," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"16931",38," Private",257250," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",7298,0,60," United-States",FALSE
"931",42," Private",162003," HS-grad",9," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,55," United-States",TRUE
"29557",29," Private",78261," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",TRUE
"15749",56," Private",282023," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",TRUE
"8450",66," Private",101607," HS-grad",9," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,10," United-States",TRUE
"26608",23," Private",201682," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Other-relative"," White"," Female",0,0,40," United-States",TRUE
"11430",40," Self-emp-not-inc",29762," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,60," United-States",TRUE
"5662",19," Private",93604," 7th-8th",4," Never-married"," Craft-repair"," Own-child"," White"," Male",0,1602,32," United-States",TRUE
"2259",29," Private",241431," Masters",14," Married-civ-spouse"," Sales"," Husband"," White"," Male",7298,0,40," United-States",FALSE
"6321",30," Private",172304," Assoc-voc",11," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,55," United-States",TRUE
"24789",56," Private",266091," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,45," Mexico",TRUE
"16826",38," Private",203763," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",TRUE
"27934",39," Private",347491," 11th",7," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,1876,46," United-States",TRUE
"24218",28," Private",204600," HS-grad",9," Separated"," Protective-serv"," Other-relative"," White"," Male",0,0,40," United-States",TRUE
"7514",46," Local-gov",149949," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," United-States",FALSE
"30560",27," Private",141545," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,1902,45," United-States",TRUE
"6232",66," ?",31362," Some-college",10," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,20," United-States",TRUE
"8525",46," Private",159869," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",FALSE
"13469",30," Private",169104," Assoc-acdm",12," Never-married"," Other-service"," Other-relative"," Asian-Pac-Islander"," Male",0,0,40," Vietnam",TRUE
"8127",27," Private",216858," Doctorate",16," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,52," United-States",TRUE
"14976",22," State-gov",264102," Some-college",10," Never-married"," Other-service"," Other-relative"," Black"," Male",0,0,39," Haiti",TRUE
"24062",54," Private",115602," HS-grad",9," Married-civ-spouse"," Other-service"," Wife"," Black"," Female",0,0,40," United-States",TRUE
"6227",25," Self-emp-not-inc",266668," HS-grad",9," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
